molecular_weight,logP,hydrogen_bond_acceptors,hydrogen_bond_donors,Lipinski,QED,stereo_centers,tpsa,AMES,BBB_Martins,Bioavailability_Ma,CYP1A2_Veith,CYP2C19_Veith,CYP2C9_Substrate_CarbonMangels,CYP2C9_Veith,CYP2D6_Substrate_CarbonMangels,CYP2D6_Veith,CYP3A4_Substrate_CarbonMangels,CYP3A4_Veith,Carcinogens_Lagunin,ClinTox,DILI,HIA_Hou,NR-AR-LBD,NR-AR,NR-AhR,NR-Aromatase,NR-ER-LBD,NR-ER,NR-PPAR-gamma,PAMPA_NCATS,Pgp_Broccatelli,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,Skin_Reaction,hERG,Caco2_Wang,Clearance_Hepatocyte_AZ,Clearance_Microsome_AZ,Half_Life_Obach,HydrationFreeEnergy_FreeSolv,LD50_Zhu,Lipophilicity_AstraZeneca,PPBR_AZ,Solubility_AqSolDB,VDss_Lombardo,molecular_weight_drugbank_approved_percentile,logP_drugbank_approved_percentile,hydrogen_bond_acceptors_drugbank_approved_percentile,hydrogen_bond_donors_drugbank_approved_percentile,Lipinski_drugbank_approved_percentile,QED_drugbank_approved_percentile,stereo_centers_drugbank_approved_percentile,tpsa_drugbank_approved_percentile,AMES_drugbank_approved_percentile,BBB_Martins_drugbank_approved_percentile,Bioavailability_Ma_drugbank_approved_percentile,CYP1A2_Veith_drugbank_approved_percentile,CYP2C19_Veith_drugbank_approved_percentile,CYP2C9_Substrate_CarbonMangels_drugbank_approved_percentile,CYP2C9_Veith_drugbank_approved_percentile,CYP2D6_Substrate_CarbonMangels_drugbank_approved_percentile,CYP2D6_Veith_drugbank_approved_percentile,CYP3A4_Substrate_CarbonMangels_drugbank_approved_percentile,CYP3A4_Veith_drugbank_approved_percentile,Carcinogens_Lagunin_drugbank_approved_percentile,ClinTox_drugbank_approved_percentile,DILI_drugbank_approved_percentile,HIA_Hou_drugbank_approved_percentile,NR-AR-LBD_drugbank_approved_percentile,NR-AR_drugbank_approved_percentile,NR-AhR_drugbank_approved_percentile,NR-Aromatase_drugbank_approved_percentile,NR-ER-LBD_drugbank_approved_percentile,NR-ER_drugbank_approved_percentile,NR-PPAR-gamma_drugbank_approved_percentile,PAMPA_NCATS_drugbank_approved_percentile,Pgp_Broccatelli_drugbank_approved_percentile,SR-ARE_drugbank_approved_percentile,SR-ATAD5_drugbank_approved_percentile,SR-HSE_drugbank_approved_percentile,SR-MMP_drugbank_approved_percentile,SR-p53_drugbank_approved_percentile,Skin_Reaction_drugbank_approved_percentile,hERG_drugbank_approved_percentile,Caco2_Wang_drugbank_approved_percentile,Clearance_Hepatocyte_AZ_drugbank_approved_percentile,Clearance_Microsome_AZ_drugbank_approved_percentile,Half_Life_Obach_drugbank_approved_percentile,HydrationFreeEnergy_FreeSolv_drugbank_approved_percentile,LD50_Zhu_drugbank_approved_percentile,Lipophilicity_AstraZeneca_drugbank_approved_percentile,PPBR_AZ_drugbank_approved_percentile,Solubility_AqSolDB_drugbank_approved_percentile,VDss_Lombardo_drugbank_approved_percentile,SMILES,ligand
509.0580000000003,2.5026200000000003,9,2,3.0,0.6001846814284506,3,84.53,0.2250717893242836,0.4914925038814545,0.4807888388633728,0.07290882244706154,0.5434720575809479,0.13154901564121246,0.28373745977878573,0.3958126902580261,0.5568559557199478,0.7905211091041565,0.8022734999656678,0.22925796508789062,0.3461027771234512,0.6433964252471924,0.9889402270317078,0.014534055348485708,0.01396944373846054,0.22297551184892656,0.18578088879585267,0.09235548451542855,0.1435733765363693,0.026532289665192367,0.6395020723342896,0.8808057069778442,0.6622776448726654,0.05597004443407059,0.18467998057603835,0.2766506552696228,0.1674444817006588,0.44932902455329893,0.9105898261070251,-5.934970903361977,-12.93925859752893,48.79019549474468,25.35094214955921,-9.46976143739513,2.8837863459864126,2.2996674149617684,93.09278123463686,-1.3147990834222494,6.682167485546546,82.70647537805351,53.23768902675455,86.25436215587436,60.85692128732067,20.918960837533927,60.604885614579295,75.43621558743699,57.115160915083365,56.22334238076774,30.12795657231485,18.456766188445133,56.18456766188445,85.38193098100038,45.250096936797206,81.7371074059713,80.1473439317565,87.20434276851492,86.50639782861575,90.77161690577744,63.08646762310973,79.44939899185731,61.884451337727796,41.101202016285384,58.08452888716557,33.61768127181078,83.24932144241954,84.06359053896858,87.12679333074836,69.25164792555253,75.5719271035285,41.799146956184565,92.01240791004265,91.12058937572702,81.426909654905,91.46956184567662,76.89026754556029,82.70647537805351,52.65606824350523,88.01861186506397,13.416052733617681,8.607987592089957,76.580069794494,72.12097712291586,51.841799146956184,72.81892206281505,66.49864288483909,79.06165180302443,78.86777820860799,82.70647537805351,Cc1cc(CN2CCN(C3=C4NC(c5ccc(N6CCNC(C)C6)cc5)N=C4N=CC3Cl)CC2)no1,file_ligand_095.pdbqt
536.4780000000004,3.0687000000000015,7,2,3.0,0.5556996166354803,2,75.57000000000001,0.19545847475528716,0.7139203131198884,0.3872397065162659,0.5139632225036621,0.9628621816635132,0.28697543740272524,0.8305543422698974,0.37690079808235166,0.6563659846782685,0.7314916491508484,0.9025534987449646,0.22794147431850434,0.24610785841941835,0.8197359800338745,0.9967656850814819,0.015236945077776908,0.010217218939214946,0.36831719279289243,0.3245719313621521,0.03093816675245762,0.09454054906964302,0.15955353826284407,0.7570971727371216,0.9489011168479919,0.8707625508308411,0.0909743845462799,0.32940971553325654,0.6495007276535034,0.3066691517829895,0.6417264699935913,0.9316007494926453,-5.76193316325017,24.865957203118324,87.61402564681546,19.08306646920986,-9.480247424997279,3.251346068585259,3.0876032522732784,105.44138930548488,-3.117453780539274,2.9591738171714193,84.91663435440093,62.65994571539356,77.35556417215975,60.85692128732067,20.918960837533927,55.331523846452114,68.86390073671966,50.36835982939124,51.182628925940286,47.38270647537805,13.183404420317952,83.24932144241954,98.56533540131834,76.34742148119426,97.0918960837534,79.1004265219077,89.53082590151222,77.70453664210935,95.03683598293912,62.93136874757658,71.53935633966654,73.24544397053121,53.005040713454825,59.40286932919736,25.591314462970143,89.33695230709577,91.70221015897634,65.4517254749903,53.043815432338114,94.22256688639007,50.32958511050795,97.0918960837534,97.86739046141915,87.16556804963164,95.19193485847228,91.04303993796044,90.81039162466072,70.56998836758433,90.73284218689415,16.47925552539744,38.07677394338891,93.1756494765413,66.14967041488948,51.72547499030632,87.9410624272974,82.66770065917022,97.28576967816983,48.58472276075998,60.79875920899573,CN(C)c1ccc(C2N=C3N=CC(Br)C(N4CCN(CC(=O)Nc5ccccc5)CC4)=C3N2)cc1,file_ligand_134.pdbqt
415.41900000000004,4.961500000000003,5,3,4.0,0.5071198765913875,1,92.93,0.4771807432174683,0.9021933317184448,0.9261894583702087,0.8650654673576355,0.8359858632087708,0.31255576610565183,0.5034036695957184,0.3455809742212296,0.6723914027214051,0.6337624311447143,0.8984209656715393,0.5022101163864136,0.6143134653568267,0.7869262576103211,0.9993242621421814,0.06381814070045948,0.05070467777550221,0.3742122113704681,0.25609693825244906,0.07669891268014908,0.1833358019590378,0.10720551386475563,0.8482600688934326,0.7571379899978637,0.5657057940959931,0.13494281470775604,0.11918980181217194,0.7708172082901001,0.4647200644016266,0.17844194918870926,0.8963332891464233,-5.138970347399136,31.879425334432142,47.04890937888448,46.42616130524389,-8.538272832148479,2.971492411336598,3.705494753374199,102.13223721611048,-5.732920535277773,5.795709955736262,68.67002714230321,88.32880961613029,59.1120589375727,77.25862737495153,63.80379992245056,47.84800310197751,54.80806514152772,62.89259402869329,81.03916246607211,67.70065917022102,82.20240403257077,93.87359441644048,95.23070957735555,79.60449786739046,90.30632027917797,77.43311360992632,89.68592477704536,64.79255525397441,94.92051182628926,88.79410624272974,94.18379216750678,70.53121364870104,69.94959286545172,87.12679333074836,73.55564172159751,89.5696006203955,88.98797983714618,84.95540907328422,77.43311360992632,91.81853431562621,59.40286932919736,86.11865063978286,86.77782086079876,91.04303993796044,86.66149670414889,94.41644048080651,95.03683598293912,17.72004652966266,86.54517254749902,40.28693291973633,45.909267157813105,75.49437766576192,86.00232648313299,61.10895696006204,77.39433889104303,92.28383094222566,93.64094610314075,7.095773555641721,79.17797595967428,CC(CC(N)=O)c1cccc(Nc2nccc(Nc3cccc(C(F)(F)F)c3)n2)c1,file_ligand_185.pdbqt
330.31300000000005,4.982600000000002,4,2,4.0,0.7079918511962293,0,49.84,0.2812266141176224,0.9431894183158874,0.951374351978302,0.9891994595527649,0.9087548375129699,0.2778222680091858,0.1498740553855896,0.37080668807029726,0.7673814415931701,0.5209057629108429,0.6581135630607605,0.39640763998031614,0.1597025766968727,0.9372443795204163,0.999941349029541,0.024545143358409405,0.04186293426901102,0.8809900879859924,0.530493152141571,0.13709704130887984,0.5447836756706238,0.03307180441915989,0.9545334458351136,0.43581113815307615,0.7731003284454345,0.23710981607437134,0.11110052838921547,0.9305083751678467,0.4814606815576553,0.243056783080101,0.87735915184021,-4.898178965919429,53.40878828430734,51.49020911452419,16.568016774299146,-6.859732153579776,2.6909214346210164,4.142023754321776,107.9510124692772,-5.971290273321528,2.9494577027248843,49.16634354400931,88.44513377278014,46.47150058162078,60.85692128732067,63.80379992245056,76.26987204342768,22.489336952307095,30.78712679333075,64.1721597518418,74.75765800697945,89.91857309034509,99.26328034121752,96.93679720822024,74.99030632027917,71.77200465296626,78.86777820860799,92.47770453664211,53.043815432338114,85.45948041876696,82.20240403257077,61.5742535866615,86.50639782861575,88.21248545948042,71.65568049631639,68.7088018611865,98.83675843350136,97.4020938348197,90.8879410624273,95.424583171772,78.51880573865839,81.50445909267158,72.54749903063203,95.19193485847228,95.19193485847228,85.84722760759985,98.64288483908491,95.57968204730516,27.49127568825126,84.49011244668476,55.09887553315238,65.21907716169058,78.1698332687088,63.20279177975959,76.50252035672742,60.99263280341217,96.47150058162077,98.52656068243505,5.622334238076774,60.721209771229155,FC(F)(F)c1cccc(Nc2ccnc(Nc3ccccc3)n2)c1,file_ligand_182.pdbqt
455.3640000000002,1.6926999999999999,8,1,4.0,0.7110134945929895,2,73.94,0.1302385926246643,0.579136174917221,0.5934737026691437,0.19349141865968705,0.6100916296243668,0.19534189030528068,0.44689717292785647,0.27989388853311536,0.40535906329751015,0.577233099937439,0.8702405571937561,0.13716822415590285,0.3863385856151581,0.6465334415435791,0.9994442582130432,0.01018464514054358,0.010377886705100536,0.2238545000553131,0.29764982908964155,0.041002655401825905,0.11367356032133102,0.014216013229452073,0.755322527885437,0.7227436780929566,0.6313124001026154,0.010869791125878691,0.08056122437119484,0.2158705249428749,0.03937222994863987,0.6472888350486755,0.8494848251342774,-5.792413327088685,17.626919258500532,67.64935422425519,-21.50478076395179,-10.961376293218702,2.709942858199315,2.3880502413864684,85.2233478639067,-1.6337633654444492,-4.43989753741361,76.30864676231097,41.33385032958511,82.35750290810391,36.68088406359054,63.80379992245056,76.50252035672742,68.86390073671966,48.66227219852656,39.976735168670025,36.06048856145793,25.048468398604108,69.56184567661884,88.17371074059713,61.14773167894533,88.75533152384645,73.05157037611477,83.09422256688639,58.00697944939899,93.67972082202404,46.490887941062425,82.35750290810391,62.00077549437766,72.08220240403257,48.39084916634354,26.0566110895696,83.24932144241954,90.65529274912757,71.77200465296626,61.341605273361765,66.49864288483909,50.21326095385808,84.6839860411012,89.76347421481194,56.92128732066692,81.96975571927103,73.86583947266382,61.341605273361765,71.11283443195036,81.7371074059713,15.858860023264832,30.51570376114773,86.3125242341993,7.289647150058162,36.75843350135712,62.31097324544397,67.7394338891043,64.21093447072508,74.83520744474602,10.314075222954633,Cn1cc(C2N=C3N=CC(Br)C(N4CCN(Cc5cccnc5)CC4)=C3N2)cn1,file_ligand_158.pdbqt
458.88000000000017,5.728900000000004,5,2,3.0,0.40755453595444646,0,87.47,0.1070427194237709,0.16283553540706636,0.951093316078186,0.11394673623144627,0.039845690689980985,0.2552635997533798,0.06951576378196478,0.020306028053164484,0.020890768431127072,0.24525468945503234,0.026425827480852603,0.5238003253936767,0.28642138838768005,0.9913451313972473,0.9572876572608948,0.02038905378431082,0.06784817948937416,0.44661741852760317,0.10053232461214065,0.06534463427960872,0.1973445385694504,0.1876484364271164,0.312437629699707,0.2325836919248104,0.45071754455566404,0.23478468358516694,0.044463459867984056,0.3878137171268463,0.22317797988653182,0.15149524956941604,0.36946836709976194,-4.971617078517847,11.97216904671772,12.00894737619105,20.50125410262175,-9.55970276107717,2.855411258981392,2.2204219448133573,94.78469765474634,-6.483083018226159,0.5146062461536081,76.89026754556029,92.90422644435827,59.1120589375727,60.85692128732067,20.918960837533927,34.703373400542844,22.489336952307095,59.05389685924777,35.09112058937573,10.624272974020938,89.8797983714618,62.00077549437766,34.39317564947654,71.88832880961613,59.13144629701434,14.385420705699882,35.94416440480806,27.91779759596743,40.442031795269486,90.03489724699496,75.33927879022878,99.3408297789841,31.213648701046917,67.27413726250485,80.53509112058937,91.77975959674292,73.09034509499806,82.16362931368748,79.52694842962389,94.99806126405583,26.134160527336178,63.164017060876304,80.8065141527724,95.15316013958899,73.09034509499806,81.27181077937185,87.16556804963164,13.416052733617681,56.26211709965103,50.639782861574254,24.738270647537803,42.61341605273362,67.58433501357115,50.7948817371074,71.0352849941838,64.55990694067468,82.31872818922062,2.5979061651803024,41.062427297402095,O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2ccccc2F)=NC3)cc1,file_ligand_082.pdbqt
387.365,4.0104000000000015,5,3,4.0,0.5943006757555679,0,92.93,0.540361750125885,0.9256715059280396,0.9584621071815491,0.8804531216621398,0.7404387712478637,0.3268649637699127,0.27302110493183135,0.3379255712032318,0.588707321882248,0.5765748620033264,0.7767305731773376,0.5337489604949951,0.669258177280426,0.8841607928276062,0.9987210631370544,0.06556257084012032,0.06643090024590492,0.43992345333099364,0.20369247794151307,0.052956507354974744,0.18744320571422576,0.09415538534522057,0.8138090372085571,0.5220532238483429,0.49299278259277346,0.22615702748298644,0.07094936296343804,0.7089397728443145,0.4922987699508667,0.13992973119020463,0.8598068118095398,-5.0999832477588365,33.649439510188984,33.02145331168676,35.83171676130853,-9.232391041008807,2.8666459090287835,3.3757994668571834,96.65041552189128,-5.591339649556813,1.4195386286065532,62.31097324544397,77.58821248545948,59.1120589375727,77.25862737495153,63.80379992245056,59.71306708026367,22.489336952307095,62.89259402869329,85.22683210546724,71.22915858860023,92.24505622334237,94.33889104303994,92.59402869329197,81.19426134160527,81.0779371849554,77.00659170221016,87.9410624272974,58.00697944939899,90.11244668476154,90.42264443582783,96.62659945715393,79.60449786739046,63.125242341993015,87.35944164404808,80.1473439317565,91.54711128344319,85.76967816983327,78.13105854982551,78.24738270647538,90.65529274912757,55.913144629701435,76.34742148119426,83.4044203179527,94.88173710740597,80.22489336952307,92.7879022877084,95.73478092283831,11.981388134936022,82.62892594028693,42.45831717720046,47.49903063202792,64.40480806514152,79.95347033734005,54.51725474990306,72.04342768514928,88.01861186506397,85.53702985653354,7.871267933307483,49.08879410624273,NC(=O)Cc1cccc(Nc2nccc(Nc3cccc(C(F)(F)F)c3)n2)c1,file_ligand_177.pdbqt
488.90600000000023,5.737500000000003,6,2,3.0,0.37174048697855,0,96.7,0.17522357553243637,0.1666010409593582,0.9613999009132386,0.0982582502067089,0.053196898102760314,0.2101194053888321,0.11806424707174301,0.019818123057484628,0.02127957632765174,0.2831371665000916,0.07649096101522446,0.38257481157779694,0.3288065195083618,0.991797685623169,0.9704770922660828,0.011881044507026673,0.04900846965610981,0.5269753634929657,0.10586701259016991,0.03768662549555302,0.1192099168896675,0.13153006583452226,0.3664000332355499,0.3706226348876953,0.42208458185195924,0.2204222023487091,0.049357797298580405,0.3880419433116913,0.2812180817127228,0.11720967590808869,0.4643124282360077,-4.956996286047759,17.578315733414478,20.48712709640217,23.826518499438926,-9.320002588194999,2.859409382069816,2.131108997413672,95.18733357388655,-6.787536002587229,3.2313074297231004,80.61264055835595,93.05932531989143,69.5036835982939,60.85692128732067,20.918960837533927,30.438154323381156,22.489336952307095,65.41295075610702,48.158200853043816,10.77937184955409,92.94300116324156,59.75184179914695,39.16246607212098,64.28848390849166,68.20473051570376,13.881349360217138,36.29313687475766,31.019775106630476,51.958123303606044,81.0779371849554,78.13105854982551,99.3408297789841,33.462582396277625,53.0825901512214,72.70259790616518,93.36952307095774,73.9433889104304,70.41488949205117,63.08646762310973,93.09810003877472,28.227995347033733,69.716944552152,79.25552539744086,94.61031407522296,74.68010856921288,81.31058549825514,89.5696006203955,8.1426909654905,61.5742535866615,51.60915083365646,30.51570376114773,53.39278790228771,70.45366421093446,53.470337340054286,71.3454827452501,62.81504459092672,83.0554478480031,1.8224117875145405,62.504846839860406,COc1cccc(F)c1C1=NCc2cnc(Nc3ccc(C(=O)O)cc3)nc2-c2ccc(Cl)cc21,file_ligand_080.pdbqt
466.5710000000002,2.60642,9,4,4.0,0.441859721532349,1,111.60000000000002,0.05347360279411077,0.5809885263442993,0.728023111820221,0.07921584285795688,0.6659419059753418,0.3827763110399246,0.715964162349701,0.3184357762336731,0.2958685427904129,0.7096838831901551,0.9408711314201355,0.08399999476969242,0.27071437835693357,0.8640872001647949,0.9951841235160828,0.009979495825245977,0.017129419650882483,0.12103027775883675,0.052349285781383516,0.03546253647655249,0.15245433449745177,0.027402494568377733,0.4016377508640289,0.7998022556304931,0.33601083755493166,0.06572777964174747,0.05221059173345566,0.37996084094047544,0.22830089628696443,0.1893672913312912,0.8164183497428894,-6.2969674991603295,18.240953560954292,44.79144004277001,32.315312357392244,-13.81069360117996,2.132230804570979,1.7478312881617772,78.76624838996511,-2.2011179206695792,5.7158117906547625,77.78208607987592,55.253974408685536,86.25436215587436,86.02171384257464,63.80379992245056,39.12369135323769,54.80806514152772,73.78829003489724,20.822024040325708,36.17681271810779,40.28693291973633,57.42535866614967,89.91857309034509,86.15742535866615,95.19193485847228,75.9208995734781,78.40248158200853,74.71888328809617,96.82047305157037,32.64831329972858,73.98216362931369,77.58821248545948,48.856145792942996,47.731678945327644,40.17060876308646,74.48623497479643,61.884451337727796,68.90267545560295,71.3454827452501,75.84335013571152,29.468786351298952,88.13493602171384,73.71074059713067,83.17177200465296,75.33927879022878,81.0779371849554,87.39821636293136,18.8832880961613,79.44939899185731,7.677394338891043,31.13609926328034,74.29236138037999,77.43311360992632,14.967041488949205,26.521907716169057,55.3702985653354,55.02132609538581,66.1108956960062,78.8290034897247,Cc1cc(NC2N=C(Sc3ccc(NC(=O)CN4CCOCC4)cc3)Nn3cccc32)n[nH]1,file_ligand_061.pdbqt
522.4510000000004,3.6621000000000024,6,2,3.0,0.6016263132180288,2,75.57000000000001,0.11139280423521995,0.6443379729986191,0.4747497379779816,0.4854678213596344,0.9448352932929993,0.4714241474866867,0.8326022744178772,0.35180031657218935,0.29910464137792586,0.662167203426361,0.8771778345108032,0.2329055994749069,0.15115611180663108,0.8831171870231629,0.9976378083229065,0.01348224887624383,0.019157899916172026,0.30253008008003235,0.24551913738250733,0.024052625335752965,0.12498233392834664,0.3233169078826904,0.8049813747406006,0.9211469173431397,0.9003038048744202,0.10428523905575275,0.25734266042709353,0.7654369235038757,0.26475236713886263,0.5401977717876434,0.8765509009361268,-5.495149627881668,10.648033553629478,79.76870349197264,59.56870884113963,-9.186836529355594,3.4176069584538666,3.645598850145852,104.23828285739947,-4.454665019411901,-2.1559161896690946,83.75339278790229,72.27607599844902,69.5036835982939,60.85692128732067,20.918960837533927,60.83753392787902,68.86390073671966,50.36835982939124,36.02171384257464,41.45017448623497,18.185343156262118,82.62892594028693,97.86739046141915,91.81853431562621,97.0918960837534,77.74331136099264,78.48003101977511,68.55370298565336,93.95114385420706,63.590538968592476,60.33346258239628,79.52694842962389,56.45599069406747,56.533540131834044,43.3113609926328,87.12679333074836,88.290034897247,58.6273749515316,64.79255525397441,97.59596742923614,55.21519968980225,95.26948429623884,98.41023652578518,88.75533152384645,93.71849554090733,94.18379216750678,88.9104303993796,61.5742535866615,84.21868941450174,23.575029081039162,23.497479643272584,90.81039162466072,89.80224893369522,55.09887553315238,91.00426521907715,91.54711128344319,96.31640170608763,23.264831329972857,20.16285381930981,CN(C)c1ccc(C2N=C3N=CC(Br)C(N4CCN(C(=O)Nc5ccccc5)CC4)=C3N2)cc1,file_ligand_139.pdbqt
